index,datetime,player,channel,message
85,17/12/2025 10:27,Bob,online-boutique-7171,New sale or discount was expected to bring around 10% more users - But right now i see 10X which is not right
86,17/12/2025 10:27,Daniel,online-boutique-7171,I need network traffic data
87,17/12/2025 10:27,Daniel,online-boutique-7171,an anyone give me
88,17/12/2025 10:27,Daniel,online-boutique-7171,to see where is teh traffic comign from
89,17/12/2025 10:27,PLAYER,online-boutique-7171,Tanya Amit
90,17/12/2025 10:27,PLAYER,online-boutique-7171,Hamed
91,17/12/2025 10:27,Tanya,online-boutique-7171,My dashboards are loading too slow- Hamed ?
92,17/12/2025 10:28,Hamed,online-boutique-7171,I was looking at Network traffic - But the dashboard took ages to load.
93,17/12/2025 10:28,Hamed,online-boutique-7171,Here's a screenshot of Network traffic across each region.
94,17/12/2025 10:28,Hamed,online-boutique-7171,Customer Reports Graph
95,17/12/2025 10:28,Shay,online-boutique-7171,Wow Spain must really like our products
96,17/12/2025 10:29,PLAYER,online-boutique-7171,do we have any outage from our cloud providers in Eu regions specially spain ?
97,17/12/2025 10:29,Daniel,online-boutique-7171,No - They are alright - But I see the traffic from Spain is high
98,17/12/2025 10:29,Hamed,online-boutique-7171,i really suspect this must be an attack  we should involve Sec ops team
99,17/12/2025 10:29,PLAYER,online-boutique-7171,Clicked org button
100,17/12/2025 10:30,PLAYER,online-boutique-7171,Maya
101,17/12/2025 10:30,Maya,online-boutique-7171,Can you please brief me about the issue please
102,17/12/2025 10:30,Bez,business-comms-7171,DO we have an ETA for resolution ?
103,17/12/2025 10:30,PLAYER,online-boutique-7171,would you help us figuring out why we have such a traffic from Spain causing an outage and a high amount of api requests
104,17/12/2025 10:31,Maya,online-boutique-7171,Hey @PLAYER after reviewing the logs I strongly suspect that this is a security-related issue.
105,17/12/2025 10:31,Maya,online-boutique-7171,The abnormally high traffic with http 429 503 and 504 errors may be due to a possible DDoS/DoS attack
106,17/12/2025 10:31,Maya,online-boutique-7171,I'll need to continue investigating further but it definitely looks like something is targeting our system
107,17/12/2025 10:31,Tinus,business-comms-7171,Looks like we have a security threat - We should be extra careful with this incident
108,17/12/2025 10:31,Bez,business-comms-7171,Do we know what's the financial impact of the issue? How much are we losing every minute?
109,17/12/2025 10:31,Bez,business-comms-7171,@PLAYER Should we inform the 'Compliance Team' about this issue?
110,17/12/2025 10:31,PLAYER,business-comms-7171,the tests weren't the reason we suspect there's a DDoS attack
111,17/12/2025 10:31,Bez,business-comms-7171,The Compliance Team makes sure we follow laws and rules like reporting the incident to the right people and keeping proper records. It helps us avoid legal trouble and protects our reputation.
112,17/12/2025 10:31,Bez,business-comms-7171,oh noo
113,17/12/2025 10:32,PLAYER,online-boutique-7171,do you have an ETA to fix it Maya?\\
114,17/12/2025 10:32,Maya,online-boutique-7171,Honestly  no
116,17/12/2025 10:32,Maya,online-boutique-7171,we are still investigating this
117,17/12/2025 10:32,PLAYER,business-comms-7171,we still have no ETA Sec team is investigating
118,17/12/2025 10:32,PLAYER,online-boutique-7171,Clicked org button
119,17/12/2025 10:32,Maya,online-boutique-7171,I need teh IP address of the incoming traffic from logs if anyone has handy
120,17/12/2025 10:32,PLAYER,online-boutique-7171,Tanya
121,17/12/2025 10:33,Daniel,online-boutique-7171,<https://uptimelabs-metaverse.slack.com/archives/C0A40RFHD4M/p1765966836368869>\nFrom my logs above client 149.34.52.176
122,17/12/2025 10:33,Daniel,online-boutique-7171,Looks like all requests are comign from Single IP
123,17/12/2025 10:33,Tinus,business-comms-7171,Leave Compliance with me - I will talk to them
124,17/12/2025 10:33,PLAYER,online-boutique-7171,can we block this IP ?
125,17/12/2025 10:34,Maya,online-boutique-7171,Yes thats a better solution right now
126,17/12/2025 10:34,Maya,online-boutique-7171,The IP address has now been blocked
127,17/12/2025 10:34,Tinus,online-boutique-7171,Can you confirm @PLAYER?
128,17/12/2025 10:34,Hamed,online-boutique-7171,Lucky this was DoS (Denial of Service ) from a single IP - What if this attack happens from multiple IP addresses (DDoS)?
129,17/12/2025 10:34,Hamed,online-boutique-7171,We should start working on the pending WAF rule updates for the frontend
130,17/12/2025 10:34,Bob,online-boutique-7171,@PLAYER Should we let the customers know about the attack?
131,17/12/2025 10:34,PLAYER,online-boutique-7171,yes
132,17/12/2025 10:35,PLAYER,business-comms-7171,can we write a status page or send to the users informing them about the DoS attack ?
134,17/12/2025 10:35,PLAYER,online-boutique-7171,can we check the dashboard again to see the upcoming traffixc
135,17/12/2025 10:35,Tinus,business-comms-7171,lets not disclose it to customers yet pleaselet complaince team handle it
136,17/12/2025 10:35,PLAYER,business-comms-7171,we were able to block the IP that was causing the DoS attack
137,17/12/2025 10:35,PLAYER,online-boutique-7171,we are up again
139,17/12/2025 10:36,Bob,online-boutique-7171,<https://uptimelabs-metaverse.slack.com/archives/C0A40RFHD4M/p1765967676224299>
140,17/12/2025 10:36,PLAYER,online-boutique-7171,Can folks confirm please ?
142,17/12/2025 10:36,Daniel,online-boutique-7171,I can see 200's in Front end
143,17/12/2025 10:36,PLAYER,business-comms-7171,We are up again
144,17/12/2025 10:36,Shay,online-boutique-7171,I can login and place orders
145,17/12/2025 10:36,Bob,online-boutique-7171,Can you help me @PLAYER
146,17/12/2025 10:36,PLAYER,online-boutique-7171,Tinus said\n> lets not disclose it to customers yet pleaselet complaince team handle it
147,17/12/2025 10:37,Maya,online-boutique-7171,Good call @PLAYER
148,17/12/2025 10:37,Maya,online-boutique-7171,these are sensitve we cannot let customers know
149,17/12/2025 10:37,Tanya,online-boutique-7171,Great work we managed to save the sale
150,17/12/2025 10:37,Tinus,online-boutique-7171,I knew we had it in us
151,17/12/2025 10:37,Shay,online-boutique-7171,Now i can continue shopping and get some nice discounts
152,17/12/2025 10:37,Daniel,online-boutique-7171,Absolutely Shay! But i hope not during work hours
153,17/12/2025 10:37,Shay,online-boutique-7171,Of course Daniel...... Sorry team i got to go close a unrelated tab now
154,17/12/2025 10:37,Bez,online-boutique-7171,Anyways well done team
155,17/12/2025 10:37,Bez,online-boutique-7171,You all did an amazing job
156,17/12/2025 10:37,PLAYER,online-boutique-7171,we need to have an action item to understand how can we protect the system against such attacks
157,17/12/2025 10:37,Hamed,online-boutique-7171,I will work on pending WAF rules
158,17/12/2025 10:38,Hamed,online-boutique-7171,we should implament WAF ASAP
160,17/12/2025 10:38,PLAYER,online-boutique-7171,incident closed
161,17/12/2025 10:38,PLAYER,online-boutique-7171,Clicked Start_feedback button\n
