index,datetime,player,channel,message
17,2026-02-06 07:38:27,bob@localhost,online-boutique-7644,"I got some of my team to gather the customer reports as of the last 15 minutes"
18,2026-02-06 07:38:31,bob@localhost,online-boutique-7644,"I'll be back from time to time to answer any questions good luck everyone"
19,2026-02-06 07:38:34,bob@localhost,online-boutique-7644,""
20,2026-02-06 07:38:37,PLAYER,online-boutique-7644,"Sure @bez"
21,2026-02-06 07:38:37,shay@localhost,online-boutique-7644,"Just checked the website and it's down for me anyone else?"
22,2026-02-06 07:38:39,bob@localhost,online-boutique-7644,"It's not looking good. It seems to be that the majority of our European customers are getting this issue"
23,2026-02-06 07:38:52,PLAYER,online-boutique-7644,"I am getting a 502 Gateway"
24,2026-02-06 07:38:56,uptimelabs@localhost,online-boutique-7644,":star: Reproduces the incident"
25,2026-02-06 07:39:10,PLAYER,online-boutique-7644,""
26,2026-02-06 07:39:10,uptimelabs@localhost,business-comms-7644,"*Incident Number INC100029:* P1 Website Down"
27,2026-02-06 07:39:37,PLAYER,business-comms-7644,"@bez  We are getting a 502 bad gateway error on the website and it's completely down"
28,2026-02-06 07:39:41,uptimelabs@localhost,online-boutique-7644,":star: Qualify the problem"
29,2026-02-06 07:39:41,uptimelabs@localhost,online-boutique-7644,":star: Formally assign criticality level to the incident"
30,2026-02-06 07:39:59,PLAYER,online-boutique-7644,"@shay what other insight can you give me"
31,2026-02-06 07:40:00,bez@localhost,business-comms-7644,"This is bad. Get it up asap!"
32,2026-02-06 07:40:24,PLAYER,online-boutique-7644,"@tanya  what the insight from you?"
33,2026-02-06 07:40:35,tanya@localhost,online-boutique-7644,"Let me check"
34,2026-02-06 07:40:39,shay@localhost,online-boutique-7644,"Sure"
35,2026-02-06 07:40:42,PLAYER,online-boutique-7644,"@tanya  check the network aspects"
36,2026-02-06 07:41:01,shay@localhost,online-boutique-7644,"In the logs i'm seeing 502 503 errors saying service unavailable"
37,2026-02-06 07:41:10,PLAYER,online-boutique-7644,"Can someone share the latest CHG records with me"
38,2026-02-06 07:41:14,uptimelabs@localhost,online-boutique-7644,":star: Check changes done to the platform"
39,2026-02-06 07:41:19,shay@localhost,online-boutique-7644,"These are the changes that went today : https://uptime-labs.atlassian.net/wiki/external/YTIyMDVhZjJhZTg0NGUwZTlkYmQyMjExMjE3NGFjYzU"
40,2026-02-06 07:41:26,PLAYER,online-boutique-7644,"@daniel  @hamed  I need you on this as well"
41,2026-02-06 07:41:30,uptimelabs@localhost,online-boutique-7644,":star: Escalating when required"
42,2026-02-06 07:41:36,hamed@localhost,online-boutique-7644,"I'm in"
43,2026-02-06 07:41:43,daniel@localhost,online-boutique-7644,"Helping Shay to look into changes"
44,2026-02-06 07:42:29,shay@localhost,online-boutique-7644,"Website is now working again"
45,2026-02-06 07:42:30,bez@localhost,business-comms-7644,"The website is unreachable?"
46,2026-02-06 07:42:30,PLAYER,online-boutique-7644,"None of the changes look relevant to the issue to me. Any thoughts on the Prod changes you made @hamed"
47,2026-02-06 07:42:31,bob@localhost,online-boutique-7644,"It's working for me as well great. I'll let the customers know the platform is back up"
48,2026-02-06 07:42:32,bez@localhost,business-comms-7644,"What in the world is going on now?"
49,2026-02-06 07:42:33,uptimelabs@localhost,online-boutique-7644,":star: Reviewed changes"
50,2026-02-06 07:42:34,daniel@localhost,online-boutique-7644,"Strange the apps seems to be working again it's like the system was restarted but not on our end"
51,2026-02-06 07:42:35,bez@localhost,business-comms-7644,"Why is this happening?? We have a major sale today and customers can't even access our site?"
52,2026-02-06 07:42:37,bez@localhost,business-comms-7644,"Apologies i don't mean to take my frustration on you @chandan.nagaraja-thomsonreuters.com"
53,2026-02-06 07:42:40,bez@localhost,business-comms-7644,"Just this downtime is costing us money and reputation."
54,2026-02-06 07:42:46,bez@localhost,business-comms-7644,"Any suggestions on what the root cause to be?"
55,2026-02-06 07:42:57,tinus@localhost,business-comms-7644,"@chandan.nagaraja-thomsonreuters.com keep us updated on progress. Bez I'll move our meeting in 5 minutes to another date"
56,2026-02-06 07:43:01,bez@localhost,business-comms-7644,"Good also If you need me to contact anyone please just ask."
57,2026-02-06 07:43:06,PLAYER,online-boutique-7644,"I still see errors"
58,2026-02-06 07:43:10,hamed@localhost,online-boutique-7644,"Do we know at what this has started ?"
59,2026-02-06 07:43:12,PLAYER,online-boutique-7644,"but a different one now"
60,2026-02-06 07:43:25,tanya@localhost,online-boutique-7644,"I'm seeing these errors"
61,2026-02-06 07:43:26,PLAYER,online-boutique-7644,"@bob  hold on bob"
62,2026-02-06 07:43:31,bez@localhost,business-comms-7644,"@chandan.nagaraja-thomsonreuters.com Got some questions i need some information on"
63,2026-02-06 07:43:34,tanya@localhost,online-boutique-7644,"ERROR: [Payments] Health check failed. Service status: Unhealthy.\n\nExplanation: The payments service may fail its health checks due to resource limitations like CPU or memory shortages.\n\nTransaction Processing Delays:\n\nERROR: [Payments] Transaction processing took longer than 5 seconds.\n\nExplanation: Resource issues are causing payment transactions to take longer than normal.\n\nMemory Allocation Failures:\n\nERROR:"
64,2026-02-06 07:43:35,PLAYER,online-boutique-7644,"I don't think we are mitigated yet"
65,2026-02-06 07:43:36,bez@localhost,business-comms-7644,"What % of customers are able to use the platform?"
66,2026-02-06 07:43:38,bez@localhost,business-comms-7644,"Do you think this incident will be wrapped up in 20 minutes? Just becuase i need to decide if i should reschudele a meeting with a client."
67,2026-02-06 07:43:49,daniel@localhost,online-boutique-7644,"You're right. Its failing again"
68,2026-02-06 07:43:49,PLAYER,online-boutique-7644,"it looks like it's intermittent"
69,2026-02-06 07:44:01,shay@localhost,online-boutique-7644,"Platform is down again"
70,2026-02-06 07:44:06,bob@localhost,online-boutique-7644,"Oh no i messed up. I just was after letting customers know the platform seems to be working for now"
71,2026-02-06 07:44:11,bob@localhost,online-boutique-7644,"The reports are flooding in again"
72,2026-02-06 07:44:17,bob@localhost,online-boutique-7644,"@chandan.nagaraja-thomsonreuters.com i'll await for your confirmation this time. Ill also direct message Bez and let him know"
73,2026-02-06 07:44:26,hamed@localhost,online-boutique-7644,"I'm seeing these generic errors"
74,2026-02-06 07:44:33,hamed@localhost,online-boutique-7644,"Request Backlog:\n\nERROR: [Apps] Request queue is full rejecting new incoming requests.\n\nExplanation: Due to resource constraints the applications can't process all incoming requests causing a backlog.\n\nUnresponsive Services:\n\nERROR: [App] Service is responding inconsistently.\n\nExplanation: The erratic behavior is likely a result of servers intermittently failing causing application services to behave unpredictably.\n\nAPI Timeouts Across Services:\n\nERROR: [App] API call to"
75,2026-02-06 07:44:35,bez@localhost,online-boutique-7644,"Bob you got to be bettter than this how could you be so careless to let the customers know so early?"
76,2026-02-06 07:44:41,bob@localhost,online-boutique-7644,"Sorry Bez i just rushed as soon as I seen the platform was back up wont happen again"
77,2026-02-06 07:44:46,bez@localhost,online-boutique-7644,"Good i can't deal with any other mistakes today"
78,2026-02-06 07:44:49,PLAYER,online-boutique-7644,"@Bob learn to listen to the Incident manager during outages. Don't make your own decisions"
79,2026-02-06 07:44:54,tanya@localhost,online-boutique-7644,"Strange thing is that not only the services rather internal tools are failing too"
80,2026-02-06 07:45:03,hamed@localhost,online-boutique-7644,"It looks like a hardware failure"
81,2026-02-06 07:45:10,PLAYER,online-boutique-7644,"Which one?"
82,2026-02-06 07:45:20,hamed@localhost,online-boutique-7644,"Most of the apps are failing"
83,2026-02-06 07:45:47,hamed@localhost,online-boutique-7644,"Networks is failing too. DB is degraded. Other services are taking too long to respond"
84,2026-02-06 07:45:53,PLAYER,business-comms-7644,"@bez  it's completely down. I dont think any customer can access. But let me check and confirm"
85,2026-02-06 07:45:56,uptimelabs@localhost,online-boutique-7644,":star: Asking questions to validate impact of the problem"
86,2026-02-06 07:46:08,PLAYER,business-comms-7644,"@bez I can't confirm on the mitigation time right now"
87,2026-02-06 07:46:32,daniel@localhost,online-boutique-7644,"I can confirm all the deployments were deployed successfully"
88,2026-02-06 07:46:47,bez@localhost,business-comms-7644,"Ok keep me posted"
89,2026-02-06 07:47:07,PLAYER,business-comms-7644,"Title -  INC100029: P1 Website Down\n\nImpact Statement - All users globally are facing issues in navigating through the ONline Boutique Website as they're encountering errors and the website is down. \n\nLatest update: We are aware of the issue and working on mitigating it. Further updates will be shared as we make progress"
90,2026-02-06 07:47:27,PLAYER,online-boutique-7644,"@bob  what % of customers do you think are able to access the website?"
91,2026-02-06 07:47:37,PLAYER,online-boutique-7644,"Or is it down completely for everyone"
92,2026-02-06 07:47:41,bob@localhost,online-boutique-7644,"right now its completely down"
93,2026-02-06 07:47:47,PLAYER,online-boutique-7644,"ok"
94,2026-02-06 07:47:53,bob@localhost,online-boutique-7644,"Its a global issue. There is no user activity"
95,2026-02-06 07:48:12,PLAYER,online-boutique-7644,"@hamed  do you think we should scale up our hardware resources? are we hosted on the cloud or are we using onprem hardware"
96,2026-02-06 07:48:25,hamed@localhost,online-boutique-7644,"This looks like a data center issue"
97,2026-02-06 07:48:30,tanya@localhost,online-boutique-7644,"I have a contact at our data center. may be we should check there"
98,2026-02-06 07:48:45,tanya@localhost,online-boutique-7644,"I can contact them"
99,2026-02-06 07:48:52,PLAYER,online-boutique-7644,"Please contact them and raise a P1 ticket with them"
100,2026-02-06 07:49:00,PLAYER,online-boutique-7644,"Ask them to check the network switch first"
101,2026-02-06 07:49:10,tanya@localhost,online-boutique-7644,"Sure will do"
102,2026-02-06 07:49:22,PLAYER,business-comms-7644,"@bez looks like the issue is stemming from the Data center"
103,2026-02-06 07:49:33,PLAYER,online-boutique-7644,"Keep me updated"
104,2026-02-06 07:49:35,tanya@localhost,online-boutique-7644,"Just got in contact with my contact who works at the data centre"
105,2026-02-06 07:49:36,uptimelabs@localhost,online-boutique-7644,":star: Manage actions and timings"
106,2026-02-06 07:49:40,tanya@localhost,online-boutique-7644,"Apparently there's a issue with the AC unit's which is causing the servers in that data centres to overheat and shut down."
107,2026-02-06 07:49:42,tanya@localhost,online-boutique-7644,"She has been told it should be an easy fix and they're restarting the servers while addressing the AC units"
108,2026-02-06 07:49:48,shay@localhost,online-boutique-7644,"Dont mean to be interupt this conversation but how does the data centre affect us?"
109,2026-02-06 07:49:53,hamed@localhost,online-boutique-7644,"The data centre is where physical servers are hosted it provides CPU and memory to our k8s clusters."
110,2026-02-06 07:50:01,hamed@localhost,online-boutique-7644,"If the server at the data center goes down the node in our infrastructure will stop running causing microservices like the frontend payments etc to stop functioning"
111,2026-02-06 07:50:07,tanya@localhost,online-boutique-7644,"I think we are ok now as my contact has just told me that they have successfully restarted the server."
112,2026-02-06 07:50:10,PLAYER,online-boutique-7644,"@tanya  can you check if they have a failover option?"
113,2026-02-06 07:50:12,daniel@localhost,online-boutique-7644,"Your right i can also see that the website is back up and running again"
114,2026-02-06 07:50:14,shay@localhost,online-boutique-7644,"What do you think @chandan.nagaraja-thomsonreuters.com do we just wait until the AC units are fixed?"
115,2026-02-06 07:50:21,PLAYER,online-boutique-7644,"What's their Disaster recovery or BCP plan?"
116,2026-02-06 07:50:32,PLAYER,online-boutique-7644,"@shay  no"
117,2026-02-06 07:50:33,shay@localhost,online-boutique-7644,"The server must be down again because the platform isn't working for me anymore"
118,2026-02-06 07:50:35,hamed@localhost,online-boutique-7644,"Yes we do have a failover plan if AC fix is going to take longer than expected"
119,2026-02-06 07:50:37,tanya@localhost,online-boutique-7644,"Im going to be honest and say we wait for the ac unit to be fixed"
120,2026-02-06 07:50:42,tanya@localhost,online-boutique-7644,"I reckon they shouldn't take much longer to address the ac issue"
121,2026-02-06 07:50:45,PLAYER,online-boutique-7644,"we need to explore our options to perform a disaster recovery"
122,2026-02-06 07:50:51,hamed@localhost,online-boutique-7644,"@Tanya @chandan.nagaraja-thomsonreuters.com we could swap traffic to another data centre"
123,2026-02-06 07:50:57,tanya@localhost,online-boutique-7644,"No Hamed that is a huge risk which could take even longer than needed"
124,2026-02-06 07:51:03,hamed@localhost,online-boutique-7644,"@chandan.nagaraja-thomsonreuters.com every Quarter we plan scheduled data centre migrations mainly for disaster recovery purposes"
125,2026-02-06 07:51:08,hamed@localhost,online-boutique-7644,"We could move traffic to another Data centre in N.America"
126,2026-02-06 07:51:15,tanya@localhost,online-boutique-7644,"It could take too long Hamed a previous RTO in Q2 took over 2 hours"
127,2026-02-06 07:51:17,PLAYER,online-boutique-7644,"How long do we need to do that?"
128,2026-02-06 07:51:20,tanya@localhost,online-boutique-7644,""
129,2026-02-06 07:51:24,PLAYER,online-boutique-7644,"and what are the risks involved?"
130,2026-02-06 07:51:26,hamed@localhost,online-boutique-7644,"Your right Tanya but in Q3 the migration only took 50 minutes still not great but better than 2 hours"
131,2026-02-06 07:51:31,tanya@localhost,online-boutique-7644,"Yes but anything could easily go wrong and make things worse for our customer base using the N.America servers"
132,2026-02-06 07:51:32,PLAYER,online-boutique-7644,"@tanya  hold your thoughts"
133,2026-02-06 07:51:36,tanya@localhost,online-boutique-7644,"The safer option would be to wait for the ac units to be fixed"
134,2026-02-06 07:51:41,hamed@localhost,online-boutique-7644,"We could wait or we can take action now it hasn't been confirmed that the ac units will even get fixed soon"
135,2026-02-06 07:51:46,tanya@localhost,online-boutique-7644,"The ac units could take less time than a data centre flip Hamed. But its not our call @chandan.nagaraja-thomsonreuters.com. Its your decision."
136,2026-02-06 07:52:22,PLAYER,online-boutique-7644,"@tanya have the Data center folks given an ETA as to how long we wait for a complete resolution?"
137,2026-02-06 07:52:26,bez@localhost,business-comms-7644,"Whats the update from DC ?"
138,2026-02-06 07:52:35,bez@localhost,business-comms-7644,"Is this going to be fixed soon ?"
139,2026-02-06 07:52:50,tanya@localhost,online-boutique-7644,"Got an update from them"
140,2026-02-06 07:52:57,tanya@localhost,online-boutique-7644,"ACs are beyond fix"
141,2026-02-06 07:53:15,PLAYER,online-boutique-7644,"@hamed if we are amidst our BCP plan and if the AC units get fixed let's say in 25 minutes can we keep the traffic where it is now?"
142,2026-02-06 07:53:20,PLAYER,online-boutique-7644,"ok Never mind"
143,2026-02-06 07:53:23,hamed@localhost,online-boutique-7644,"Lets start failover to DR site"
144,2026-02-06 07:53:27,PLAYER,online-boutique-7644,"@hamed  let's initiate the failover"
145,2026-02-06 07:53:29,uptimelabs@localhost,online-boutique-7644,":star: Restoration over root cause analysis"
146,2026-02-06 07:53:34,hamed@localhost,online-boutique-7644,"Here is the playbook for it : https://uptime-labs.atlassian.net/wiki/external/ZThiNzQ4OGVlZTIwNDhhNzkxNjNkNTJkODQwYTJhMzM"
147,2026-02-06 07:53:45,hamed@localhost,online-boutique-7644,"Paste up all the steps here and i'll coordinate with Tanya"
148,2026-02-06 07:54:03,PLAYER,business-comms-7644,"The AC units are kaput and causing the severs to over heat. \nAC units might take a long time to fix. \n\nWe are performing a Failover. We might take a maximum of 2 hours from now"
149,2026-02-06 07:55:05,PLAYER,online-boutique-7644,""
150,2026-02-06 07:55:15,tanya@localhost,online-boutique-7644,"Ok I'm stopping all the services . Shutting down complete DC1"
151,2026-02-06 07:55:20,hamed@localhost,online-boutique-7644,"Sync up in progress"
152,2026-02-06 07:55:30,PLAYER,online-boutique-7644,"@bob  we are doing a failover and it might take a maximum of 2 hours"
153,2026-02-06 07:55:32,uptimelabs@localhost,online-boutique-7644,":star: Track actions and time box them"
154,2026-02-06 07:55:34,hamed@localhost,online-boutique-7644,"Sync done"
155,2026-02-06 07:55:39,tanya@localhost,online-boutique-7644,"I'm keeping IP for DC2 ready to flip in the DNS records"
156,2026-02-06 07:55:51,bob@localhost,online-boutique-7644,"Ok sure i'll keep the customers informed"
157,2026-02-06 07:55:53,PLAYER,online-boutique-7644,"@tanya  @shay you already know the same"
158,2026-02-06 07:56:00,hamed@localhost,online-boutique-7644,"DB is pointing to DC2 now"
159,2026-02-06 07:56:10,tanya@localhost,online-boutique-7644,"DNS flip in progress"
160,2026-02-06 07:56:20,PLAYER,online-boutique-7644,"I see @tanya  is already onto Step 2 and Hamed has performed Step 3"
161,2026-02-06 07:56:43,PLAYER,online-boutique-7644,"We are reconfiguring the IP in DNS console? or is it completed @hamed ?"
162,2026-02-06 07:56:43,tanya@localhost,online-boutique-7644,"DNS flip has been made"
163,2026-02-06 07:56:58,PLAYER,online-boutique-7644,"so we have competed step 4? @tanya ?"
164,2026-02-06 07:57:01,hamed@localhost,online-boutique-7644,"We are now just a step away to bring back traffic"
165,2026-02-06 07:57:15,PLAYER,online-boutique-7644,"Let's activate the application systems"
166,2026-02-06 07:57:18,tanya@localhost,online-boutique-7644,"Bringing up DC2 now"
167,2026-02-06 07:57:43,PLAYER,online-boutique-7644,"let me know once done so that we can do the validations"
168,2026-02-06 07:57:46,shay@localhost,online-boutique-7644,"Hey just checked the platform and all metrics are looking good now."
169,2026-02-06 07:57:49,tanya@localhost,online-boutique-7644,"Great to see everything back online."
170,2026-02-06 07:57:49,bez@localhost,business-comms-7644,"Its too long"
171,2026-02-06 07:57:55,tanya@localhost,online-boutique-7644,"Let me know if you notice any further issues."
172,2026-02-06 07:58:00,tinus@localhost,online-boutique-7644,"Can you confirm @chandan.nagaraja-thomsonreuters.com that everything is working?"
173,2026-02-06 07:58:02,bez@localhost,business-comms-7644,"Why 2 hours for a DC failover ?"
174,2026-02-06 07:58:25,PLAYER,online-boutique-7644,"I still see 500 internal server error"
175,2026-02-06 07:58:57,PLAYER,online-boutique-7644,"@tanya  I don't care about the metrics the front end is still not operational"
176,2026-02-06 07:58:58,shay@localhost,online-boutique-7644,"I can see the same again"
177,2026-02-06 07:59:17,PLAYER,online-boutique-7644,"I was able to place an order"
178,2026-02-06 07:59:21,uptimelabs@localhost,online-boutique-7644,":star: Validate the fix"
179,2026-02-06 07:59:25,shay@localhost,online-boutique-7644,"I can see the website back again"
180,2026-02-06 07:59:30,PLAYER,online-boutique-7644,"But let's try few more orders to ensure it's not an intermittent issue"
181,2026-02-06 07:59:47,hamed@localhost,online-boutique-7644,"Infra is holding up fine so far"
182,2026-02-06 07:59:54,PLAYER,online-boutique-7644,"I was able to place multiple orders"
183,2026-02-06 08:00:06,PLAYER,online-boutique-7644,"@bob  can you check and confirm from customer perspective/"
184,2026-02-06 08:00:08,uptimelabs@localhost,online-boutique-7644,":star: Cross check resolution with stakeholders"
185,2026-02-06 08:00:17,bob@localhost,online-boutique-7644,"No new reports in last min"
186,2026-02-06 08:00:17,PLAYER,online-boutique-7644,"if any customers are facing an issue"
187,2026-02-06 08:00:28,bob@localhost,online-boutique-7644,"I think DC failover has worked"
188,2026-02-06 08:00:36,PLAYER,business-comms-7644,"@bez  Failover done. Validations look positive"
189,2026-02-06 08:00:39,uptimelabs@localhost,online-boutique-7644,":star: Confirm resolution with the business"
190,2026-02-06 08:00:39,PLAYER,business-comms-7644,"Website is up"
191,2026-02-06 08:00:47,bez@localhost,business-comms-7644,"Great @chandan.nagaraja-thomsonreuters.com"
192,2026-02-06 08:01:03,hamed@localhost,online-boutique-7644,"There are non-critical errors but the core functionality is operational"
193,2026-02-06 08:01:15,PLAYER,business-comms-7644,"Title -  INC100029: P1 Website Down\n\nImpact Statement - All users globally were facing issues in navigating through the ONline Boutique Website as they were encountering errors and the website was down. \n\nLatest update: The issue is mitigated and the website is accessible. Customers are able to place orders successfully."
194,2026-02-06 08:01:19,hamed@localhost,online-boutique-7644,"I think we should be good with this DC2 until DC1 is fully fixed"
195,2026-02-06 08:01:43,PLAYER,online-boutique-7644,"@tanya  what's the latest from the Data center 1?"
196,2026-02-06 08:01:50,tanya@localhost,online-boutique-7644,"They are doing AC procurement"
197,2026-02-06 08:01:53,PLAYER,online-boutique-7644,"What's their ETA to recitfy their AC problem"
198,2026-02-06 08:02:02,tanya@localhost,online-boutique-7644,"This might take more than 6-8 hrs to be back"
199,2026-02-06 08:02:09,PLAYER,online-boutique-7644,"so we are without a DR option for the next 8 hours?"
200,2026-02-06 08:02:19,tanya@localhost,online-boutique-7644,"Yes you're right"
201,2026-02-06 08:02:30,PLAYER,online-boutique-7644,"What's our plan of action should the DC2 fail as well in the meantime?"
202,2026-02-06 08:02:53,hamed@localhost,online-boutique-7644,"If DC2 fails then probably it will longer to spin up cloud resources in AWS"
203,2026-02-06 08:03:13,hamed@localhost,online-boutique-7644,"Might take 2 hrs to spin up new resources on cloud"
204,2026-02-06 08:03:15,PLAYER,online-boutique-7644,"@bob inform the customers that we are operational. Also send an apology note for the inconvenience"
205,2026-02-06 08:03:22,bob@localhost,online-boutique-7644,"Sure thanks"
206,2026-02-06 08:03:27,hamed@localhost,online-boutique-7644,"For now we are good."
207,2026-02-06 08:03:53,PLAYER,online-boutique-7644,"@hamed  can we spin up those cloud resources and be prepared in advance rather than do it at the time of the an outage"
208,2026-02-06 08:03:59,hamed@localhost,online-boutique-7644,"You're right. Better be prepared but this is going to be costly"
209,2026-02-06 08:04:08,PLAYER,online-boutique-7644,"Give me a number"
210,2026-02-06 08:05:01,hamed@localhost,online-boutique-7644,"We can prepare it. I can't give you an estimate at the moment. Still it'd be less than the outage cost"
211,2026-02-06 08:05:45,PLAYER,online-boutique-7644,"Give me an estimate"
212,2026-02-06 08:05:52,PLAYER,online-boutique-7644,"I am talking to bez for an approval"
213,2026-02-06 08:05:58,PLAYER,business-comms-7644,"@bez the DC1 recovery due to AC units is going to take about 8 hours. If our DC2 encounters an issue we don't have a failover option ready. \nWe need to spin up AWS instances and keep them ready just in case. If we try to do that during a disaster it ll take upwards of 2 hours to recitfy. \n\nHowever Hamed says it's a costly affair. What're your thoughts?"
214,2026-02-06 08:06:05,PLAYER,business-comms-7644,"I am trying to get an estimate currently"
215,2026-02-06 08:06:14,hamed@localhost,online-boutique-7644,"Around $7-8k hourly"
216,2026-02-06 08:06:22,hamed@localhost,online-boutique-7644,"And would depend on the traffic as well"
217,2026-02-06 08:06:45,PLAYER,business-comms-7644,"It would cost about 7-8k $ per hour"
218,2026-02-06 08:07:00,hamed@localhost,online-boutique-7644,"If more traffic then we would need extra storages and balancers. At max $15k hourly if traffic hits 4k request per min"
219,2026-02-06 08:07:06,bez@localhost,business-comms-7644,"You've got my go-ahead for AWS. Its good to be proactive"
220,2026-02-06 08:07:18,PLAYER,business-comms-7644,"Alright"
221,2026-02-06 08:07:19,tinus@localhost,business-comms-7644,"This is good"
222,2026-02-06 08:07:31,PLAYER,business-comms-7644,"f more traffic then we would need extra storages and balancers. At max $15k hourly if traffic hits 4k request per min"
223,2026-02-06 08:07:35,PLAYER,business-comms-7644,"*if"
224,2026-02-06 08:07:43,PLAYER,business-comms-7644,"are we good with that?"
225,2026-02-06 08:07:44,tanya@localhost,online-boutique-7644,"I'm going to work on getting is cloud setup"
226,2026-02-06 08:07:53,bez@localhost,business-comms-7644,"Yes"
227,2026-02-06 08:08:14,hamed@localhost,online-boutique-7644,"Have we got the approval ?"
228,2026-02-06 08:08:22,PLAYER,online-boutique-7644,"I have got a go ahead from Bez. let's prep the AWS instances"
229,2026-02-06 08:08:47,hamed@localhost,online-boutique-7644,"Ok we are doing it. In the meantime we can close this if you're ok ?"
230,2026-02-06 08:09:03,tanya@localhost,online-boutique-7644,"Great work everyone i think that's us for now"
231,2026-02-06 08:09:05,shay@localhost,online-boutique-7644,"Wow that was definitely stressful but well done"
232,2026-02-06 08:09:07,tinus@localhost,online-boutique-7644,"i look forward to the PIR on this"
233,2026-02-06 08:09:08,daniel@localhost,online-boutique-7644,"Absolutely Shay! I'm positive i've aged 3 years during that"
234,2026-02-06 08:09:13,bez@localhost,online-boutique-7644,"Everyone great work on restoring the platform"
235,2026-02-06 08:09:18,bez@localhost,online-boutique-7644,"i would also like to apologise to @chandan.nagaraja-thomsonreuters.com i put a lot of pressure of you when i shouldn't have"
236,2026-02-06 08:09:23,bez@localhost,online-boutique-7644,"You did amazing anyways under the circumstances as to everyone else on this amazing team."
237,2026-02-06 08:09:28,tanya@localhost,online-boutique-7644,"No worries Bez it can happen to the best of us"
238,2026-02-06 08:09:31,maya@localhost,online-boutique-7644,"I do agree that we have an amazing team"
239,2026-02-06 08:09:34,daniel@localhost,online-boutique-7644,"As i always say ""living the dream"
240,2026-02-06 08:09:38,shay@localhost,online-boutique-7644,"You stole that quote from Craig who used to work here"
241,2026-02-06 08:09:41,daniel@localhost,online-boutique-7644,"True but i was hoping no one would notice"
242,2026-02-06 08:09:47,bez@localhost,online-boutique-7644,"We all noticed Daniel but anyways that's a wrap. Well done team!!"
243,2026-02-06 08:09:58,PLAYER,online-boutique-7644,"@hamed yes let's close this"
244,2026-02-06 08:10:01,uptimelabs@localhost,online-boutique-7644,"Thank you for playing 'Breaking Bez' We recommend that you take 5 minutes to go and get a drink or stretch your legs.\nOnce you are back we ask that you complete this retrospective and feedback form just hit start when you are ready."
245,2026-02-06 08:10:09,uptimelabs@localhost,online-boutique-7644,"Thanks for playing! Please complete your feedback here:\nhttps://learn.uptimelabs.io/scenario/online-boutique/levels/24/7644/feedback"\n"
