index,datetime,player,channel,message
28,2026-02-04 12:08:14,PLAYER,online-boutique-7614,"@daniel @shay @tanya can you check any changes from your end and report back in the next 2 minutes?"
29,2026-02-04 12:08:16,uptimelabs@localhost,online-boutique-7614,":star: Track actions and time box them"
30,2026-02-04 12:08:19,shay@localhost,online-boutique-7614,"Give me a second I'll get the detailed info on each of the changes made today."
31,2026-02-04 12:08:31,shay@localhost,online-boutique-7614,"Hope this helps: https://uptime-labs.atlassian.net/wiki/external/YmMxM2RhNDA1YWY0NGZmY2E0NzJmN2M5YWJmOGRhOGM"
32,2026-02-04 12:09:16,PLAYER,business-comms-7614,"Customers are mostly from the UK and USA but also globally"
33,2026-02-04 12:09:21,bez@localhost,business-comms-7614,"Understood. So we have global impact with primary concentration in the UK and USA over 1000 affected users and $15000 in lost transactions so far. What is the estimated time to resolution? Are we still actively losing revenue at this moment?"
34,2026-02-04 12:10:31,PLAYER,online-boutique-7614,"CHG85382 CHG85384 CHG85385 please check all these changes"
35,2026-02-04 12:10:33,uptimelabs@localhost,online-boutique-7614,":star: Reviewed changes"
36,2026-02-04 12:10:43,tanya@localhost,online-boutique-7614,"I deployed PaymentService version 1.0.2 to PROD about 9 hours ago. It's been stable since then no issues reported from my end."
37,2026-02-04 12:10:43,shay@localhost,online-boutique-7614,"I pushed a minor config update to AdService (version 2.3.1) about 4 hours ago. No errors or alerts have come up since deployment but I can keep monitoring."
38,2026-02-04 12:10:43,daniel@localhost,online-boutique-7614,"I deployed Frontend Service version 3.1.4 to PROD 3 hours ago. The deployment went smoothly and the timestamps don't really match the start of the incident but I'll double-check the logs just in case."
39,2026-02-04 12:12:02,PLAYER,online-boutique-7614,"@daniel can we check the logs what is taking high resources? why is the load high?"
40,2026-02-04 12:12:05,uptimelabs@localhost,online-boutique-7614,":star: Facts over opinion"
41,2026-02-04 12:12:06,shay@localhost,online-boutique-7614,"I'm seeing a lot of errors in the logs."
42,2026-02-04 12:12:12,shay@localhost,online-boutique-7614,"I see a high number of rest-call errors like http429 http503 and 504s."
43,2026-02-04 12:12:21,shay@localhost,online-boutique-7614,"```ERROR: GET /api/GetInfo HTTP/1.1 429 200 - Mozilla/5.0```"
44,2026-02-04 12:12:28,daniel@localhost,online-boutique-7614,"Seeing frontend errors as well: ```"
45,2026-02-04 12:13:03,PLAYER,online-boutique-7614,"@maya can you check in parallel if all the traffic is actual customers and if this is a security concern?"
46,2026-02-04 12:13:05,maya@localhost,online-boutique-7614,"The abnormally high traffic with http 429 503 and 504 errors may be due to a possible DoS attack."
47,2026-02-04 12:13:07,uptimelabs@localhost,online-boutique-7614,":star: Form an effective investigation team"
48,2026-02-04 12:13:18,maya@localhost,online-boutique-7614,"I'll need to continue investigating further but it definitely looks like something is targeting our system."
49,2026-02-04 12:13:32,tinus@localhost,online-boutique-7614,"Looks like we have a security threat. Do we know what the financial impact is?"
50,2026-02-04 12:13:48,uptimelabs@localhost,online-boutique-7614,":bulb: keep the business informed regularly"
51,2026-02-04 12:13:51,PLAYER,online-boutique-7614,"@bob what is the revenue impact?"
52,2026-02-04 12:13:54,bob@localhost,online-boutique-7614,"We're now exceeding 1800 complaints and the estimated lost revenue is about $25000. It's getting worse every minute."
53,2026-02-04 12:14:38,PLAYER,business-comms-7614,"Update - this seems like a DdoS attack the teams are investigating the issue. Next update in 5 mins"
54,2026-02-04 12:14:39,bez@localhost,business-comms-7614,"Acknowledged. Please keep me posted in 5 minutes. I need to know as soon as revenue loss stops or if the situation escalates further."
55,2026-02-04 12:15:06,PLAYER,business-comms-7614,"Revenue impact - $25000 and 1800 complaints so far"
56,2026-02-04 12:15:10,uptimelabs@localhost,online-boutique-7614,":star: Use metrics as evidence"
57,2026-02-04 12:15:51,PLAYER,online-boutique-7614,"@maya what is the next step? what do we require from the teams here?"
58,2026-02-04 12:15:54,maya@localhost,online-boutique-7614,"I've confirmed it's a DoS attack coming from IP 149.34.52.176. The standard mitigation is to block this IP at the firewall. I can do this immediately but I need explicit approval from the Incident Manager before proceeding. Please confirm if I should go ahead and block the IP."
59,2026-02-04 12:15:57,uptimelabs@localhost,online-boutique-7614,":star: Take command"
60,2026-02-04 12:15:57,uptimelabs@localhost,online-boutique-7614,":star: Manage actions and timings"
61,2026-02-04 12:16:23,PLAYER,online-boutique-7614,"will there be any impact further?"
62,2026-02-04 12:16:26,maya@localhost,online-boutique-7614,"If we don't block the malicious IP the attack will likely continue and could cause further service outages and increased revenue loss. Blocking the IP should immediately reduce the load and help restore normal operations. Please confirm if I should proceed with the block."
63,2026-02-04 12:16:39,bez@localhost,business-comms-7614,"Understood. The financial and customer impact is escalating. I need a clear ETA for mitigation and confirmation when revenue flow is restored. Keep me updated on any changes immediately."
64,2026-02-04 12:16:44,PLAYER,online-boutique-7614,"go ahead"
65,2026-02-04 12:16:46,maya@localhost,online-boutique-7614,"The IP address has now been blocked at the firewall."
66,2026-02-04 12:16:52,maya@localhost,online-boutique-7614,"Traffic from that specific IP should be dropping to zero now."
67,2026-02-04 12:17:00,hamed@localhost,online-boutique-7614,"Let's hope this was just a DoS from a single IP."
68,2026-02-04 12:17:07,tinus@localhost,online-boutique-7614,"@sudarshan.ramesh2-thomsonreuters.com can you confirm everything is stabilizing?"
69,2026-02-04 12:18:01,PLAYER,online-boutique-7614,"@everyone can we check the logs what is the current status?"
70,2026-02-04 12:18:03,shay@localhost,online-boutique-7614,"I just refreshed the site - it loaded instantly for me!"
71,2026-02-04 12:18:04,uptimelabs@localhost,online-boutique-7614,":star: Cross checking resolution with team"
72,2026-02-04 12:18:09,daniel@localhost,online-boutique-7614,"Logs are clearing up. The 429s and 503s have completely stopped."
73,2026-02-04 12:19:06,PLAYER,online-boutique-7614,"@bob @tinus  what have we informed the customers?"
74,2026-02-04 12:19:07,bob@localhost,online-boutique-7614,"Great news! Customer reports have stopped coming in."
75,2026-02-04 12:19:07,tanya@localhost,online-boutique-7614,"Great work we managed to save the sale"
76,2026-02-04 12:19:11,tinus@localhost,online-boutique-7614,"I knew we had it in us"
77,2026-02-04 12:19:14,bob@localhost,online-boutique-7614,"I'm seeing successful transactions processing from Spain and the UK again."
78,2026-02-04 12:19:15,shay@localhost,online-boutique-7614,"Now i can continue shopping and get some nice discounts"
79,2026-02-04 12:19:20,daniel@localhost,online-boutique-7614,"Absolutely Shay! But i hope not during work hours"
80,2026-02-04 12:19:24,maya@localhost,online-boutique-7614,"I'll continue to monitor the situation and keep everyone updated."
81,2026-02-04 12:19:24,PLAYER,business-comms-7614,"Issue is mitigated"
82,2026-02-04 12:19:25,shay@localhost,online-boutique-7614,"Of course Daniel...... Sorry team i got to go close a unrelated tab now"
83,2026-02-04 12:19:26,uptimelabs@localhost,online-boutique-7614,":star: Confirm resolution with the business"
84,2026-02-04 12:19:30,tinus@localhost,online-boutique-7614,"Anyways well done team"
85,2026-02-04 12:19:35,bez@localhost,business-comms-7614,"Confirm that payments are processing and orders are being completed again. Has revenue flow fully resumed?"
86,2026-02-04 12:19:46,PLAYER,business-comms-7614,"Logs are clearing up. The 429s and 503s have completely stopped."
87,2026-02-04 12:19:51,uptimelabs@localhost,online-boutique-7614,"Drill Wrap-Up\n\nThanks for playing! This session is now closed.\n\nPlease return to your Uptime Labs tab to review your performance and complete the Retrospective & Feedback form.\n\nIf you've already closed the tab you can reopen the form using the button below."
88,2026-02-04 12:20:26,PLAYER,business-comms-7614,"yes it was confirmed everything is working as expected"
89,2026-02-04 12:20:53,uptimelabs@localhost,online-boutique-7614,"Thanks for playing! Please complete your feedback here:\nhttps://learn.uptimelabs.io/scenario/online-boutique/levels/36/7614/feedback"
90,2026-02-04 12:21:36,bez@localhost,business-comms-7614,"Good. Monitor closely and alert me immediately if there’s any recurrence. I expect a full incident report with timeline impact and lessons learned by end of day."\n"
